iter	RMSE
145	14.04612229
146	14.03854838
147	14.001513
148	13.98601819
149	13.95874548
150	13.93068191
151	13.92821299
152	13.89952596
153	13.89469718
154	13.87902085
155	13.87000878
156	13.84476382
157	13.82769074
158	13.80616958
159	13.80301107
160	13.79187583
161	13.77253645
162	13.76910781
163	13.75399418
164	13.7497721
165	13.73303643
166	13.7139118
167	13.70435002
168	13.69368575
169	13.68520092
170	13.6713274
171	13.64454638
172	13.63046787
173	13.62069862
174	13.6087205
175	13.60587795
176	13.59123339
177	13.58851616
178	13.54200367
179	13.50527551
180	13.49435698
181	13.4676329
182	13.45601135
183	13.4386694
184	13.4218074
185	13.3962235
186	13.38626101
187	13.35936942
188	13.35150286
189	13.31343125
190	13.31118928
191	13.28510402
192	13.26090748
193	13.24656776
194	13.24077372
195	13.2382699
196	13.23331222
197	13.20637312
198	13.19000404
199	13.16773441
200	13.15705389
201	13.1276421
202	13.10840896
203	13.08701156
204	13.06251163
205	13.04351725
206	13.03008856
207	12.99957464
208	12.97772814
209	12.9738114
210	12.9720954
211	12.95806295
212	12.93265872
213	12.89985865
214	12.88357424
215	12.8743171
216	12.86130329
217	12.85057908
218	12.83937825
219	12.82693689
220	12.79580359
221	12.78516281
222	12.76011658
223	12.74621846
224	12.72654014
225	12.70635752
226	12.69553812
227	12.6921092
228	12.68621737
229	12.68409276
230	12.66644252
231	12.64984225
232	12.63858014
233	12.61280813
234	12.60505818
235	12.59640222
236	12.57689773
237	12.54513023
238	12.52473475
239	12.51634935
240	12.50055836
241	12.48802497
242	12.48558487
243	12.46643124
244	12.4654561
245	12.44505217
246	12.43387247
247	12.4317746
248	12.42932564
249	12.40979314
250	12.40839153
251	12.39179978
252	12.37058732
253	12.36523085
254	12.3534461
255	12.33592268
256	12.3228537
257	12.31486935
258	12.31307227
259	12.29689255
260	12.27662821
261	12.25462071
262	12.24115242
263	12.21480429
264	12.19534263
265	12.18487054
266	12.1716119
267	12.16459779
268	12.14233184
269	12.13431682
270	12.11961702
271	12.10574627
272	12.09781534
273	12.08525543
274	12.06402049
275	12.05433215
276	12.05132135
277	12.05084772
278	12.03525234
279	12.01301463
280	11.97262388
281	11.96215327
282	11.93344569
283	11.92480697
284	11.91325242
285	11.90105346
286	11.89534638
287	11.88706282
288	11.85901197
289	11.85475889
290	11.84100108
291	11.81931313
292	11.81899015
293	11.80747827
294	11.79622094
295	11.78790868
296	11.7860198
297	11.77148729
298	11.76340516
299	11.75222036
300	11.7161988
301	11.7002297
302	11.68178221
303	11.66828743
304	11.65470161
305	11.64886155
306	11.61668207
307	11.60211105
308	11.5716006
309	11.55573738
310	11.55193897
311	11.53469933
312	11.53130512
313	11.50400393
314	11.48157681
315	11.47193974
316	11.46206503
317	11.46160506
318	11.45425207
319	11.44062832
320	11.44022978
321	11.42035878
322	11.4107676
323	11.40137365
324	11.38985116
325	11.37470982
326	11.36169349
327	11.36059238
328	11.35540249
329	11.34149255
330	11.33585463
331	11.32578853
332	11.32437239
333	11.32026452
334	11.30440312
335	11.30283701
336	11.29661294
337	11.28129197
338	11.27671288
339	11.26598414
340	11.26404125
341	11.25321688
342	11.2349855
343	11.20257195
344	11.19220293
345	11.1725867
346	11.17194011
347	11.15946726
348	11.13668302
349	11.10295325
350	11.10206054
351	11.09839589
352	11.08507313
353	11.07790658
354	11.06109518
355	11.04648233
356	11.04159168
357	11.0357146
358	11.02855775
359	11.0101248
360	10.99045387
361	10.97345391
362	10.96812092
363	10.96072911
364	10.93027459
365	10.92406965
366	10.88470055
367	10.87357053
368	10.85980735
369	10.8482467
370	10.83941159
371	10.80937241
372	10.80865428
373	10.79560596
374	10.79060715
375	10.77743264
376	10.77726803
377	10.77668357
378	10.76056597
379	10.76040958
380	10.74558426
381	10.73053931
382	10.7221693
383	10.71583972
384	10.70684992
385	10.70232241
386	10.69973089
387	10.68536138
388	10.66662727
389	10.65553316
390	10.64259852
391	10.62792382
392	10.62259184
393	10.61573596
394	10.59974878
395	10.59730279
396	10.57546881
397	10.5647171
398	10.55189098
399	10.55067991
400	10.54739197
401	10.54203756
402	10.53109014
403	10.51960826
404	10.49855805
405	10.49569148
406	10.47753413
407	10.46007006
408	10.45783594
409	10.44042548
410	10.43909542
411	10.43686154
412	10.42284759
413	10.40736116
414	10.39719256
415	10.37559242
416	10.36781637
417	10.36725026
418	10.36103821
419	10.35637298
420	10.3551239
421	10.34240461
422	10.33785563
423	10.33717467
424	10.32980543
425	10.31077692
426	10.29636862
427	10.28376509
428	10.26851408
429	10.25475682
430	10.25307702
431	10.23833225
432	10.22362974
433	10.2181968
434	10.21573122
435	10.2004324
436	10.19197114
437	10.18036563
438	10.17697621
439	10.17402631
440	10.16731259
441	10.16643243
442	10.15962763
443	10.15034863
444	10.14205861
445	10.13406116
446	10.11043129
447	10.10997535
448	10.10232138
449	10.09974467
450	10.09964683
451	10.08974277
452	10.07473308
453	10.07155029
454	10.06957797
455	10.0580292
456	10.05591184
457	10.03603237
458	10.03055625
459	10.0114058
460	10.00776506
461	10.00038606
462	9.983349992
463	9.96921051
464	9.95774732
465	9.957696373
466	9.941549964
467	9.933574705
468	9.917446411
469	9.916785261
470	9.912594702
471	9.900579763
472	9.87876622
473	9.865010521
474	9.86215558
475	9.853324582
476	9.839535029
477	9.831774162
478	9.808195611
479	9.794946197
480	9.775957202
481	9.768820332
482	9.757799116
483	9.737842335
484	9.729970683
485	9.719875384
486	9.709684428
487	9.702995866
488	9.694682935
489	9.682205766
490	9.677657186
491	9.665497263
492	9.662441272
493	9.642789521
494	9.641255766
495	9.640841601
496	9.637298969
497	9.630364004
498	9.62421683
499	9.615244111
